id,title_english,title_romaji,title_native,type,format,status,description,start_date,end_date,season,season_year,season_int,episodes,duration_mins,country,genres,average_score,mean_score,popularity,source,next_airing_episode,tags,studios
5793,,Robo Crosser,,ANIME,TV,CANCELLED,"A 12 year old boy who together with his unicycle robot, try to win a motorbike race.",,,,,0,1,,JP,[""Sci-Fi""],,43,23,OTHER,null,["American FootballZ"],[""Telecom Animation Film""]
